=== Server Log Started ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] 로그 시스템 초기화 완료
[2026-01-20 06:25:10] [INFO ] [PID:6397] === Multi-Process Echo Server (fork-exec) 시작 ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] Port: 9190
[2026-01-20 06:25:10] [INFO ] [PID:6397] 클라이언트 연결 대기 중 (poll 사용, fork-exec 방식)
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47606 (Session #662, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7218, Session #662)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=662, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47608 (Session #663, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7219, Session #663)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=663, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47614 (Session #664, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7220, Session #664)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=664, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47622 (Session #665, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7221, Session #665)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=665, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47638 (Session #666, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7222, Session #666)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=666, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47648 (Session #667, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7223, Session #667)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=667, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47662 (Session #668, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7224, Session #668)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=668, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47664 (Session #669, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7225, Session #669)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=669, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47680 (Session #670, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7226, Session #670)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=670, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47684 (Session #671, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7227, Session #671)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=671, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47692 (Session #672, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7228, Session #672)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=672, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47694 (Session #673, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7229, Session #673)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=673, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47704 (Session #674, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7230, Session #674)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=674, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47706 (Session #675, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7231, Session #675)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=675, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47716 (Session #676, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7232, Session #676)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=676, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47724 (Session #677, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7233, Session #677)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=677, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47730 (Session #678, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7234, Session #678)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=678, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47732 (Session #679, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7235, Session #679)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=679, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47742 (Session #680, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7236, Session #680)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=680, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47758 (Session #681, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7237, Session #681)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=681, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47762 (Session #682, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7238, Session #682)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=682, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47774 (Session #683, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7239, Session #683)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=683, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47780 (Session #684, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7240, Session #684)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=684, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47782 (Session #685, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7241, Session #685)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=685, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47796 (Session #686, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7242, Session #686)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=686, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47808 (Session #687, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7243, Session #687)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=687, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47814 (Session #688, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7244, Session #688)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=688, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47824 (Session #689, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7245, Session #689)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=689, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47830 (Session #690, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7246, Session #690)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=690, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47838 (Session #691, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7247, Session #691)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=691, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47840 (Session #692, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7248, Session #692)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=692, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47846 (Session #693, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7249, Session #693)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=693, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47848 (Session #694, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7250, Session #694)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=694, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47856 (Session #695, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7251, Session #695)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=695, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47868 (Session #696, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7252, Session #696)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=696, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47880 (Session #697, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7253, Session #697)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=697, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47886 (Session #698, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7254, Session #698)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=698, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47892 (Session #699, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7255, Session #699)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=699, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47902 (Session #700, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7256, Session #700)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=700, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47916 (Session #701, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7257, Session #701)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=701, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47920 (Session #702, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7258, Session #702)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=702, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47928 (Session #703, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7259, Session #703)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=703, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47932 (Session #704, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7260, Session #704)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=704, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47942 (Session #705, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7261, Session #705)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=705, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47952 (Session #706, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7262, Session #706)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=706, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47966 (Session #707, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7263, Session #707)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=707, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47976 (Session #708, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7264, Session #708)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=708, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:47990 (Session #709, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7265, Session #709)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=709, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48004 (Session #710, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7266, Session #710)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=710, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48012 (Session #711, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7267, Session #711)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=711, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48026 (Session #712, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7268, Session #712)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=712, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48036 (Session #713, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7269, Session #713)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=713, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48046 (Session #714, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7270, Session #714)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=714, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48050 (Session #715, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7271, Session #715)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=715, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48064 (Session #716, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7272, Session #716)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=716, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48070 (Session #717, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7273, Session #717)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=717, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48084 (Session #718, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7274, Session #718)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=718, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48094 (Session #719, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7275, Session #719)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=719, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48096 (Session #720, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7276, Session #720)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=720, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48104 (Session #721, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7277, Session #721)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=721, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48116 (Session #722, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7278, Session #722)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=722, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48120 (Session #723, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7279, Session #723)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=723, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48128 (Session #724, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7280, Session #724)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=724, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48138 (Session #725, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7281, Session #725)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=725, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48144 (Session #726, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7282, Session #726)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=726, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48154 (Session #727, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7283, Session #727)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=727, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48166 (Session #728, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7284, Session #728)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=728, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48172 (Session #729, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7285, Session #729)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=729, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48182 (Session #730, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7286, Session #730)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=730, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48192 (Session #731, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7287, Session #731)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=731, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48200 (Session #732, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7288, Session #732)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=732, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48212 (Session #733, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7289, Session #733)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=733, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48218 (Session #734, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7290, Session #734)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=734, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48226 (Session #735, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7291, Session #735)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=735, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48232 (Session #736, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7292, Session #736)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=736, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48236 (Session #737, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7293, Session #737)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=737, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48238 (Session #738, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7294, Session #738)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=738, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48248 (Session #739, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7295, Session #739)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=739, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48264 (Session #740, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7296, Session #740)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=740, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48272 (Session #741, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7297, Session #741)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=741, exec 대기 중...
[2026-01-20 06:25:26] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:48278 (Session #742, fd: 4)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7298, Session #742)
